report_date,load_type,load_time,load_weight,dropoff_site
2021-05-28,RECYCLING - SINGLE STREAM,2021-05-28 10:00:00 UTC,11500,BALCONES RECYCLING
2021-05-28,RECYCLING - SINGLE STREAM,2021-05-28 02:00:00 UTC,1640,BALCONES RECYCLING
2021-05-28,RECYCLING - SINGLE STREAM,2021-05-28 10:00:00 UTC,15400,BALCONES RECYCLING
2021-05-28,RECYCLING - SINGLE STREAM,2021-05-28 01:38:00 UTC,7700,BALCONES RECYCLING
2021-05-28,RECYCLING - SINGLE STREAM,2021-05-28 10:07:00 UTC,12460,BALCONES RECYCLING
2021-05-28,SWEEPING,2021-05-28 10:30:00 UTC,,ON ROUTE HIGH DUMP
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:32:00 UTC,6860,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 09:29:00 UTC,7520,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 09:34:00 UTC,5280,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 12:31:00 UTC,6780,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 12:55:00 UTC,4600,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 02:15:00 UTC,23320,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 11:40:00 UTC,14780,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 02:57:00 UTC,8220,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:04:00 UTC,4980,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 01:01:00 UTC,22280,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 01:00:00 UTC,8700,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 01:55:00 UTC,16420,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 01:30:00 UTC,6820,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:48:00 UTC,16320,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 11:00:00 UTC,16040,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 12:50:00 UTC,4780,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 12:50:00 UTC,17340,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:26:00 UTC,11840,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:29:00 UTC,11500,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 02:05:00 UTC,11100,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 09:45:00 UTC,13220,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 02:06:00 UTC,5140,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:37:00 UTC,12480,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 12:25:00 UTC,14060,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:15:00 UTC,9060,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:57:00 UTC,12000,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:38:00 UTC,6540,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 06:30:00 UTC,5220,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 11:24:00 UTC,8520,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:48:00 UTC,6860,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:52:00 UTC,13140,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:47:00 UTC,12360,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 02:14:00 UTC,12340,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 09:38:00 UTC,10560,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:31:00 UTC,13500,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:36:00 UTC,13100,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:10:00 UTC,13600,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:20:00 UTC,17200,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:20:00 UTC,10680,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:30:00 UTC,12300,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 11:45:00 UTC,12660,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:28:00 UTC,7700,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 11:21:00 UTC,12960,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 02:35:00 UTC,12540,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:21:00 UTC,12180,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 01:06:00 UTC,7200,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 09:48:00 UTC,12320,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 11:19:00 UTC,13520,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 01:55:00 UTC,9740,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 02:31:00 UTC,14520,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 10:01:00 UTC,13100,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 09:10:00 UTC,11740,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 12:56:00 UTC,11500,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 03:21:00 UTC,5000,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 01:08:00 UTC,11980,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 08:56:00 UTC,9740,TDS - MRF
2021-05-31,RECYCLING - SINGLE STREAM,2021-05-31 11:51:00 UTC,6820,TDS - MRF
2021-05-31,BRUSH,2021-05-31 11:24:00 UTC,9240,HORNSBY BEND
2021-05-31,BRUSH,2021-05-31 07:12:00 UTC,8860,HORNSBY BEND
2021-05-31,BRUSH,2021-05-31 08:57:00 UTC,12600,HORNSBY BEND
2021-05-31,BRUSH,2021-05-31 11:20:00 UTC,8020,HORNSBY BEND
2021-05-31,BRUSH,2021-05-31 01:59:00 UTC,5320,HORNSBY BEND
2021-05-31,BRUSH,2021-05-31 02:00:00 UTC,5280,HORNSBY BEND
2021-05-31,BRUSH,2021-05-31 01:10:00 UTC,6120,HORNSBY BEND
2021-05-31,BRUSH,2021-05-31 01:58:00 UTC,8340,HORNSBY BEND
2021-05-31,BULK,2021-05-31 01:47:00 UTC,11300,TDS LANDFILL
2021-05-31,BULK,2021-05-31 09:41:00 UTC,7980,TDS LANDFILL
2021-05-31,BULK,2021-05-31 01:59:00 UTC,9600,TDS LANDFILL
2021-05-31,BULK,2021-05-31 11:04:00 UTC,13500,TDS LANDFILL
2021-05-31,BULK,2021-05-31 12:58:00 UTC,20,TDS LANDFILL
2021-05-31,BULK,2021-05-31 11:08:00 UTC,10040,TDS LANDFILL
2021-05-31,BULK,2021-05-31 12:52:00 UTC,12140,TDS LANDFILL
2021-05-31,BULK,2021-05-31 02:12:00 UTC,10400,TDS LANDFILL
2021-05-31,BULK,2021-05-31 01:59:00 UTC,6240,TDS LANDFILL
2021-05-31,BULK,2021-05-31 01:13:00 UTC,15320,TDS LANDFILL
2021-05-31,DEAD ANIMAL,2021-05-31 03:45:00 UTC,200,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:52:00 UTC,24520,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 02:24:00 UTC,13200,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:57:00 UTC,24820,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 12:22:00 UTC,7460,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:53:00 UTC,16420,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 02:09:00 UTC,11540,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 10:32:00 UTC,15680,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 10:19:00 UTC,10400,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 02:19:00 UTC,14360,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 02:10:00 UTC,25060,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:09:00 UTC,28860,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 10:29:00 UTC,24360,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:45:00 UTC,16320,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:17:00 UTC,23640,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 08:11:00 UTC,20340,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:30:00 UTC,15020,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:35:00 UTC,18620,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:30:00 UTC,26180,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 02:00:00 UTC,27920,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 05:17:00 UTC,24060,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 11:11:00 UTC,22260,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 05:27:00 UTC,17800,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 12:02:00 UTC,19640,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 04:11:00 UTC,18700,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 11:31:00 UTC,28800,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 12:56:00 UTC,24760,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 04:41:00 UTC,9840,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 04:16:00 UTC,16260,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 10:57:00 UTC,24460,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 08:09:00 UTC,24060,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 12:46:00 UTC,4460,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 04:58:00 UTC,13460,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 12:47:00 UTC,21420,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 12:30:00 UTC,23500,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 05:14:00 UTC,15220,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 05:03:00 UTC,28440,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 01:15:00 UTC,25940,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 05:05:00 UTC,12200,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 12:43:00 UTC,16620,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 12:24:00 UTC,21760,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 05:02:00 UTC,13880,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 02:39:00 UTC,31960,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 05:10:00 UTC,6340,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 05:21:00 UTC,7420,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 10:39:00 UTC,14200,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 05:17:00 UTC,22020,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 10:59:00 UTC,8300,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 04:45:00 UTC,3480,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 03:00:00 UTC,27300,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 11:30:00 UTC,16940,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 04:30:00 UTC,24600,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 10:45:00 UTC,22320,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 04:30:00 UTC,14020,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 12:45:00 UTC,20760,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 04:45:00 UTC,9840,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 02:30:00 UTC,23620,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 04:45:00 UTC,8800,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 04:30:00 UTC,6420,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 02:15:00 UTC,29300,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 04:15:00 UTC,9900,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 12:15:00 UTC,9900,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-06-01 01:30:00 UTC,10800,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 04:53:00 UTC,26580,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 02:32:00 UTC,25620,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 11:12:00 UTC,20380,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 04:59:00 UTC,10040,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 03:42:00 UTC,23760,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 04:34:00 UTC,28720,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 04:52:00 UTC,18420,TDS LANDFILL
2021-05-31,GARBAGE COLLECTIONS,2021-05-31 12:23:00 UTC,4820,TDS LANDFILL
2021-05-31,MIXED LITTER,2021-05-31 11:30:00 UTC,1880,TDS LANDFILL
2021-05-31,MIXED LITTER,2021-05-31 12:13:00 UTC,4100,TDS LANDFILL
2021-05-31,ORGANICS,2021-05-31 03:42:00 UTC,18820,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 05:06:00 UTC,21440,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 04:20:00 UTC,16160,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 03:51:00 UTC,21520,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 04:23:00 UTC,19990,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 04:17:00 UTC,12060,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 03:57:00 UTC,13120,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 04:14:00 UTC,18480,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 03:49:00 UTC,18800,ORGANICS BY GOSH
2021-05-31,DEAD ANIMAL,2021-05-31 02:00:00 UTC,360,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 04:26:00 UTC,15340,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 02:23:00 UTC,12780,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 02:05:00 UTC,9680,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 01:42:00 UTC,10460,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 05:36:00 UTC,22760,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 03:42:00 UTC,13620,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 01:44:00 UTC,10060,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 01:10:00 UTC,20600,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 05:24:00 UTC,11800,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 02:47:00 UTC,13580,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 12:14:00 UTC,13980,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 05:38:00 UTC,23980,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 01:35:00 UTC,13280,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 12:00:00 UTC,19180,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 04:55:00 UTC,23580,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-06-02 03:36:00 UTC,19560,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 03:25:00 UTC,21560,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-06-01 09:04:00 UTC,25680,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 04:15:00 UTC,25100,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 02:20:00 UTC,22160,ORGANICS BY GOSH
2021-05-31,ORGANICS,2021-05-31 03:00:00 UTC,15560,ORGANICS BY GOSH
2021-06-01,TIRES,2021-06-01 04:00:00 UTC,320,MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 11:53:00 UTC,8000,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 11:49:00 UTC,9020,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 12:00:00 UTC,7900,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 11:00:00 UTC,6940,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 12:00:00 UTC,260,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 12:00:00 UTC,240,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:07:00 UTC,19720,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:32:00 UTC,24340,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 01:14:00 UTC,17000,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 10:54:00 UTC,13240,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:09:00 UTC,7200,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 12:19:00 UTC,11860,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 01:07:00 UTC,15820,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 10:07:00 UTC,8100,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:01:00 UTC,9460,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 12:00:00 UTC,19600,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 01:00:00 UTC,19980,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 11:57:00 UTC,14200,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 11:04:00 UTC,12200,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 01:47:00 UTC,2640,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 01:44:00 UTC,2660,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 11:18:00 UTC,16100,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 10:43:00 UTC,13180,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:08:00 UTC,6640,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-09 01:12:00 UTC,9420,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-09 09:28:00 UTC,10580,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 01:43:00 UTC,5380,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 10:35:00 UTC,13500,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 10:56:00 UTC,7820,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 11:06:00 UTC,15280,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:11:00 UTC,4900,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:14:00 UTC,5900,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 11:06:00 UTC,14200,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 11:00:00 UTC,9540,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:00:00 UTC,5600,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 10:00:00 UTC,14020,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 12:00:00 UTC,2980,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:00:00 UTC,8660,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 10:00:00 UTC,14160,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 02:00:00 UTC,4060,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-01 10:00:00 UTC,12760,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-09 01:20:00 UTC,2520,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-09 11:16:00 UTC,19440,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-09 10:59:00 UTC,14180,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-09 11:07:00 UTC,13960,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-09 02:53:00 UTC,5180,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-09 12:58:00 UTC,6760,TDS - MRF
2021-06-01,RECYCLING - SINGLE STREAM,2021-06-09 09:46:00 UTC,16200,TDS - MRF
2021-06-01,SWEEPING,2021-06-01 01:30:00 UTC,,ONION CREEK
2021-06-01,SWEEPING,2021-06-01 01:05:00 UTC,,ONION CREEK
2021-06-01,SWEEPING,2021-06-01 01:10:00 UTC,,ONION CREEK
2021-06-01,SWEEPING,2021-06-01 01:30:00 UTC,,ONION CREEK
2021-06-01,BRUSH,2021-06-01 10:55:00 UTC,8920,HORNSBY BEND
2021-06-01,BRUSH,2021-06-01 03:46:00 UTC,7760,HORNSBY BEND
2021-06-01,BRUSH,2021-06-01 01:50:00 UTC,6040,HORNSBY BEND
2021-06-01,BRUSH,2021-06-01 01:08:00 UTC,8400,HORNSBY BEND
2021-06-01,BRUSH,2021-06-01 03:35:00 UTC,7860,HORNSBY BEND
2021-06-01,BRUSH,2021-06-01 03:59:00 UTC,6960,HORNSBY BEND
2021-06-01,BRUSH,2021-06-01 03:17:00 UTC,7220,HORNSBY BEND
2021-06-01,BRUSH,2021-06-01 03:25:00 UTC,10260,HORNSBY BEND
2021-06-01,BULK,2021-06-01 12:12:00 UTC,7160,TDS LANDFILL
2021-06-01,BULK,2021-06-01 04:07:00 UTC,9420,TDS LANDFILL
2021-06-01,BULK,2021-06-01 04:28:00 UTC,16680,TDS LANDFILL
2021-06-01,BULK,2021-06-01 01:03:00 UTC,13180,TDS LANDFILL
2021-06-01,BULK,2021-06-01 10:57:00 UTC,11160,TDS LANDFILL
2021-06-01,BULK,2021-06-01 04:16:00 UTC,12440,TDS LANDFILL
2021-06-01,BULK,2021-06-01 04:03:00 UTC,11580,TDS LANDFILL
2021-06-01,DEAD ANIMAL,2021-06-01 05:18:00 UTC,780,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 12:07:00 UTC,22280,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 01:36:00 UTC,15760,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 02:17:00 UTC,5700,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 01:22:00 UTC,32740,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 01:34:00 UTC,6060,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 01:33:00 UTC,7200,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 01:41:00 UTC,19960,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 01:32:00 UTC,17600,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 02:41:00 UTC,24660,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 02:28:00 UTC,10040,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 02:21:00 UTC,30340,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 02:51:00 UTC,20740,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 12:11:00 UTC,22640,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 01:27:00 UTC,25760,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 12:42:00 UTC,17300,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 12:37:00 UTC,28320,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 12:36:00 UTC,27160,TDS LANDFILL
2021-06-01,SWEEPING,2021-06-01 09:14:00 UTC,8740,TDS LANDFILL
2021-06-01,SWEEPING,2021-06-01 01:28:00 UTC,4020,TDS LANDFILL
2021-06-01,SWEEPING,2021-06-01 08:14:00 UTC,15380,TDS LANDFILL
2021-06-01,MIXED LITTER,2021-06-01 12:00:00 UTC,6640,TDS LANDFILL
2021-06-01,MIXED LITTER,2021-06-01 12:00:00 UTC,3420,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 02:45:00 UTC,22180,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 11:45:00 UTC,24940,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 05:45:00 UTC,22100,TDS LANDFILL
2021-06-01,GARBAGE COLLECTIONS,2021-06-01 11:33:00 UTC,17620,TDS LANDFILL
